Community Area Name,Community Area Number,Property Type,Property Name,Address,Zip Code,Phone Number,Management Company,Units,X Coordinate,Y Coordinate,Latitude,Longitude,Location
West Town,24,ARO,1611 West Division,1611 W. Division St.,60622,773-661-5500,M. Fishman & Co.,10,1165376.188062696,1908029.504760357,41.9032305014,-87.667978248,"(41.9032305014, -87.667978248)"
West Town,24,Supportive/Veterans,65th Infantry Boringueneers Apts.,1045 N. Sacramento Blvd.,60622,773-772-4801,Hispanic Housing Dev. Corp.,48,1156229.0258684834,1906960.6475933485,41.9004872305,-87.7016066315,"(41.9004872305, -87.7016066315)"
West Town,24,ARO,Centrum Wicker Park,1664 W. Division St.,60622,312-368-3000,Centrum Partners,6,1164833.0685189522,1908092.5621695416,41.9034150774,-87.6699714414,"(41.9034150774, -87.6699714414)"
West Town,24,ARO,Luxe on Chicago,1838 W. Chicago Ave.,60622,312-424-6225,Fifield Co.,4,1163828.8686311496,1905410.0033834113,41.8960751868,-87.6737358367,"(41.8960751868, -87.6737358367)"
West Town,24,ARO,1237 N. Milwaukee Ave.Owner LLC,1241 N. Milwaukee Ave.,60622,312-883-7331,CIM Group,6,1165423.8123218615,1908434.9306957852,41.9043420044,-87.667791761,"(41.9043420044, -87.667791761)"
West Town,24,ARO,1038 N. Ashland,1038-40 N. Ashland Ave.,60622,312-600-4501,Honore Properties,2,1165493.3221171321,1907177.772489966,41.9008907949,-87.6675722718,"(41.9008907949, -87.6675722718)"
West Town,24,ARO,Seven 10 West,710 W. Grand Ave.,60654,414-369-3511,Outlook Management,1,1171305.6990644336,1903732.3644145823,41.8913106255,-87.6463244631,"(41.8913106255, -87.6463244631)"
West Town,24,ARO,East Village Lofts,1100 N. Ashland Ave.,60622,773-218-7500,Wicker Park Apartments Inc.,1,1165486.1048246317,1907421.2242456314,41.9015589973,-87.667591842,"(41.9015589973, -87.667591842)"
West Town,24,ARO,945 Western,945 N. Western Ave.,60622,773-218-7500,Wicker Park Apartments Inc.,2,1160270.7393195606,1906410.5723550452,41.8988951503,-87.6867764252,"(41.8988951503, -87.6867764252)"
West town,24,ARO,Homer Townhomes,1623 N. Talman Ave.,60647,773-975-7234,Kass Management,5,1158490.6088658273,1910798.2937211422,41.9109720465,-87.6931945157,"(41.9109720465, -87.6931945157)"
Woodlawn,42,Multifamily,Woodlawn-Michigan Development,6446 S. Kenwood Ave.,60637,312-226-2200,Wolcott Real Property LLC,33,1186141.3660938477,1862376.5606601068,41.7774890264,-87.5931497136,"(41.7774890264, -87.5931497136)"
Woodlawn,42,Multifamily,Eddie Mae & Alex Johnson Apts.,6230 S. Dorchester Ave.,60637,773-288-4202,Woodlawn East Community,84,1186573.2624279982,1863816.8653135095,41.7814311307,-87.5915208532,"(41.7814311307, -87.5915208532)"
Woodlawn,42,Multifamily,Renaissance Apts.,6200 S. University Ave.,60637,773-752-9400,AIMCO,64,1184799.335314034,1864093.1165452064,41.7822309985,-87.598015727,"(41.7822309985, -87.598015727)"
Woodlawn,42,Multifamily,WECAN,6450 S. Stony Island Ave.,60637,773-288-3000,WECAN,117,1187957.5964530848,1862318.6370591703,41.7772869881,-87.5864933515,"(41.7772869881, -87.5864933515)"
Woodlawn,42,Multifamily,65th Street Apts.,6600 S. Greenwood Ave.,60637,773-684-2056,"Urban Property Advisors, LLC",42,1184316.0378951721,1861429.0767049037,41.7749319632,-87.5998709117,"(41.7749319632, -87.5998709117)"
Woodlawn,42,Multifamily,65th Street Apts.,6522 S. Ingleside Ave.,60637,773-684-2056,"Urban Property Advisors, LLC",18,1183642.0293026692,1861850.3440547157,41.7761037074,-87.6023285746,"(41.7761037074, -87.6023285746)"
Woodlawn,42,Multifamily,65th Street Apts.,6400 S. Maryland Ave.,60637,773-684-2056,"Urban Property Advisors, LLC",15,1182961.6084218968,1862758.2552538288,41.7786109444,-87.6047947203,"(41.7786109444, -87.6047947203)"
Woodlawn,42,Multifamily,65th Street Apts.,848-58 E. 65th St.,60637,773-684-2056,"Urban Property Advisors, LLC",6,1183196.2396570912,1862140.1148931726,41.7769092523,-87.603953777,"(41.7769092523, -87.603953777)"
Woodlawn,42,Multifamily,65th Street Apts.,817 E. 64th St.,60637,773-684-2056,"Urban Property Advisors, LLC",6,1182886.2259711702,1862714.7936657537,41.7784934339,-87.6050724236,"(41.7784934339, -87.6050724236)"
Woodlawn,42,Multifamily,Dorchester Apts.,1410 E. 62nd St.,60637,773-572-5500,The Thresholds,67,1186722.4042227406,1864209.5724381572,41.7825052194,-87.5909616433,"(41.7825052194, -87.5909616433)"
Woodlawn,42,Senior,Butler Apts.,6146 S. Kenwood Ave.,60637,773-955-9290,Woodlawn Comm. Dev. Corp.,17,1186094.2588179822,1864312.8427305536,41.7828034603,-87.5932613147,"(41.7828034603, -87.5932613147)"
Woodlawn,42,Multifamily,The Grant at Woodlawn Pk Phase I,6227-29 S. Cottage Grove Ave.,60637,312-283-0030,Preservation Housing Management LLC,67,1182676.8468949487,1863775.1466971007,41.7814080037,-87.6058071228,"(41.7814080037, -87.6058071228)"
Woodlawn,42,Multifamily,The Grant at Woodlawn Pk Phase II,6129 S. Cottage Grove Ave.,60637,312-283-0030,Preservation Housing Management LLC,33,1182661.4709824056,1864419.2304494383,41.7831757851,-87.6058435155,"(41.7831757851, -87.6058435155)"
Woodlawn,42,Multifamily,Strand Hotel,6321 S. Cottage Grove Ave.,60637,312-274-9169,Holsten Real Estate Dev. Corp.,63,1182692.1634323038,1863173.7293418557,41.7797573036,-87.6057696255,"(41.7797573036, -87.6057696255)"
Woodlawn,42,Senior,The Burnham at Woodlawn Park,6134 S. Cottage Grove Ave.,60637,773-955-8668,Preservation Housing Management LLC,65,1182583.3423839416,1864354.9440056111,41.7830011908,-87.6061319507,"(41.7830011908, -87.6061319507)"
Woodlawn,42,Multifamily,Trianon Lofts,803 E. 61st St.,60637,773-955-8668,Preservation Housing Management LLC,12,1182659.118095407,1864701.7137693325,41.7839509995,-87.6058433794,"(41.7839509995, -87.6058433794)"
